Drug_Name,Reason,Description
Oxra 10mg Tablet 14'SOxra 5mg Tablet 14'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Oxramet 5/1000Mg Tablet 14's,Diabetes,reduces the diabetes
Oxramet XR 10/500mg Tablet 7'SOxramet XR 10/1000mg Tablet 7'S,Diabetes,reduces sugar level diabetes
Ozomet 500mg Tablet 10'SOzomet 500mg Tablet 15'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Ozomet G1 Tablet 15'SOzomet G1 Tablet 10'S,Diabetes,reduces the diabetes
Ozomet G2 Tablet 10'SOzomet G2 Tablet 15'S,Diabetes,reduces sugar level diabetes
Ozomet Pg1 Tablet 15'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Ozomet Pg2 Tablet 15'SOzomet Pg2 Tablet 10'S,Diabetes,reduces the diabetes
Ozomet V 0.3/500mg Tablet 10'SOzomet V 0.2/500mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Ozomet VG 2mg Tablet 15'SOzomet VG 2mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Ozomet Vg1 Tablet 10'SOzomet Vg1 Tablet 15'S,Diabetes,reduces the diabetes
Ozopride 2mg Tablet 30'S,Diabetes,reduces sugar level diabetes
P Glitz 15mg Tablet 10'SP Glitz 30mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Page 1mg Tablet 10'S,Diabetes,reduces the diabetes
Path G2 Capsule 10'SPath 15mg Tablet 15'SPath 30mg Tablet 15'SPath 7.5mg Tablet 15'SPath G1 Capsule 10'S,Diabetes,reduces sugar level diabetes
Pazo 30mg Tablet 10'SPazo 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pazo Met 15mg Tablet 10'S,Diabetes,reduces the diabetes
Pepar 30mg Tablet 10'SPepar 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
PG (Dr.Reddys Lab) 0.5mg Tablet 4'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
PIAT 30/10mg Tablet 10'sPIAT 15/10mg Tablet 10's,Diabetes,reduces the diabetes
Pichromet Tablet 10'S,Diabetes,reduces sugar level diabetes
PIO M 15mg Tablet 10'SPIO Q 30mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
PIO G 30mg Tablet 10'sPIO G 15mg Tablet 10's,Diabetes,reduces the diabetes
PIO M 15mg Tablet 15'S,Diabetes,reduces sugar level diabetes
PIO Q 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
PIOCON GM 2MG TABLET 10'SPiocon 30mg Tablet 10'SPIOCON GM 1MG TABLET 10'S,Diabetes,reduces the diabetes
Piocon Plus Tablet 10'S,Diabetes,reduces sugar level diabetes
Piodart 30mg Tablet 10'SPiodart 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Piodart MF Tablet 10'S,Diabetes,reduces the diabetes
Piofix 15mg Tablet 10'SPiofix 30mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Piofix MF 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
PIOGAZ 15mg Tablet 10's,Diabetes,reduces the diabetes
Pioglar 30mg Tablet 10'SPioglar 15mg Tablet 10'SPioglar 7.5mg Tablet 10'SPioglar MF 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Pioglar G Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pioglaz 30mg Tablet 10'SPioglaz 15mg Tablet 10'SPioglaz 7.5mg Tablet 10'S,Diabetes,reduces the diabetes
Pioglaz M Tablet 10'S,Diabetes,reduces sugar level diabetes
Pioglit 30mg Tablet 10'SPioglit 7.5mg Tablet 10'SPioglit 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pioglit G 15/1mg Tablet 10,Diabetes,reduces the diabetes
Pioglit GF Tablet 10'S,Diabetes,reduces sugar level diabetes
Pioglit MF 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pioglu 15mg Tablet 10'SPioglu 30mg Tablet 10'S,Diabetes,reduces the diabetes
Pioglu M 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Pioglucored Forte Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Piokind 15mg Tablet 10'SPiokind 30mg Tablet 10'S,Diabetes,reduces the diabetes
Piokind M 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Piolem 30mg Tablet 10'SPiolem 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Piolet 30mg Tablet 10'S,Diabetes,reduces the diabetes
Piolet 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Piolet M 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Piomed 30mg Tablet 10'SPiomed 15mg Tablet 10'S,Diabetes,reduces the diabetes
Piomed M 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Piomed mg 2mg Tablet 10'SPiomed mg 1mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pionorm 30mg Tablet 10'SPionorm M 15mg Tablet 10'S,Diabetes,reduces the diabetes
Pionorm 15mg Tablet 10'SPionorm 7.5mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Pionorm G Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pionorm GM Tablet 10'S,Diabetes,reduces the diabetes
Piopar 30mg Tablet 30'SPiopar 7.5mg Tablet 30'S,Diabetes,reduces sugar level diabetes
Pioplus 2/500/15mg Tablet 10'SPioplus 1mg Tablet 15'SPioplus 2mg Tablet 15'SPioplus 1/500/15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Piopod G1 Tablet 10'SPiopod Gm1 Tablet 10'SPiopod 30mg Tablet 10'SPiopod Gm2 Tablet 10'SPiopod 15mg Tablet 10'SPiopod G2 Tablet 10'S,Diabetes,reduces the diabetes
Piopod MF 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Piorest 30mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pioride 15/2mg Tablet 10'SPioride 15/1mg Tablet 10'S,Diabetes,reduces the diabetes
Pioryl 15/1mg Tablet 10'SPioryl 15/2mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Piosafe MF 15mg Tablet 10'SPiosafe 30mg Tablet 10'SPiosafe 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Piosys 15mg Tablet 30'SPiosys 30mg Tablet 30'S,Diabetes,reduces the diabetes
Pioz 7.5mg Tablet 10'SPioz 15mg Tablet 10'SPioz 30mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Pioz G 1mg Tablet 10'SPioz G 2mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pioz MF 15mg Tablet 10'S,Diabetes,reduces the diabetes
Pioz MF G1 Tablet 10'S,Diabetes,reduces sugar level diabetes
Pioz MF G2 Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
PIOZED 15mg Tablet 10's,Diabetes,reduces the diabetes
Piozone 30mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Piozone M 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Piozulin M 15mg Tablet 10'S,Diabetes,reduces the diabetes
Pitaz M 15Mg Tablet 10's,Diabetes,reduces sugar level diabetes
Pizone 15mg Tablet 30'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Pizorad 30mg Tablet 10'S,Diabetes,reduces the diabetes
Pizorad Msr 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
PMG 2mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Polyday 1mg Tablet 10'SPolyday 2mg Tablet 10'S,Diabetes,reduces the diabetes
Posinorm 7.5mg Tablet 10'SPosinorm 15mg Tablet 10'SPosinorm 30mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Posmeal MD 0.2mg Tablet 10'SPosmeal MD 0.3mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Posmeal Met 0.3mg Tablet 10'SPosmeal Met 0.2mg Tablet 10'S,Diabetes,reduces the diabetes
Pozitiv 7.5mg Tablet 10'SPozitiv 30mg Tablet 10'SPozitiv 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Pozitiv G 2mg Tablet 10'SPozitiv G 1mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
PPG 0.2mg Tablet 30'SPPG 0.2mg Tablet 10'SPPG 0.3mg Tablet 30'SPPG 0.3mg Tablet 10'S,Diabetes,reduces the diabetes
PPG MD 0.2mg Tablet 10'SPPG MD 0.3mg Tablet 10'S,Diabetes,reduces sugar level diabetes
PPG Met 0.2mg Tablet 10'SPPG Met 0.3mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
PPG Trio 1mg Tablet 10'SPPG Trio 2mg Tablet 10'S,Diabetes,reduces the diabetes
PPG Trio Forte 1mg Tablet 10'SPPG Trio Forte 2mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Prandial MD 0.2mg Tablet 10'SPrandial 0.3mg Tablet 10'SPrandial MD 0.3mg Tablet 10'SPrandial 0.2mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Prandial M 0.2mg Tablet 10'SPrandial M 0.3mg Tablet 10'S,Diabetes,reduces the diabetes
PREBOSE 0.3mg Tablet 10'sPREBOSE 0.2mg Tablet 10's,Diabetes,reduces sugar level diabetes
PREBOSE M SR 0.3/500mg Tablet 10'sPrebose M SR 0.2/500mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Precitrol 30mg Tablet 10'SPrecitrol 15mg Tablet 10'S,Diabetes,reduces the diabetes
Prevog 0.2mg Tablet 10'SPrevog 0.3mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Prevog Fast 0.2mg Tablet 10'SPrevog Fast 0.3mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Prichek 1mg Tablet 10'SPrichek 4mg Tablet 10'SPrichek 2mg Tablet 10'S,Diabetes,reduces the diabetes
Prichek Gmp 2mg Tablet 10'SPrichek Gmp 1mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Prichek M 1mg Tablet 10'SPrichek M 2mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Prichek M1 Forte Tablet 10'S,Diabetes,reduces the diabetes
Prichek M2 Forte Tablet 10'S,Diabetes,reduces sugar level diabetes
Priglip 20mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Priglip M 20/500mg Tablet 10'SPriglip M 20/1000mg Tablet 10'S,Diabetes,reduces the diabetes
Prime 1000mg Tablet 10'SPrime 500mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Prime G 1/500mg Tablet 10'SPrime G 2/500mg Tablet 10'SPrime G 2mg/1000mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Prizide M 80/500mg Tablet 10'SPrizide M 40/500mg Tablet 10'S,Diabetes,reduces the diabetes
Prizide M Forte 80mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Prizide MR 60mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Prizide MV 0.2/500/40mg Tablet 10'SPrizide MV 0.2/500/80mg Tablet 10'S,Diabetes,reduces the diabetes
Prominad 100mg Tablet 10'S,Diabetes,reduces sugar level diabetes
PYE 30mg Tablet 10'SPYE 15mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
PYE M Tablet 10'S,Diabetes,reduces the diabetes
Pzone 15mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Q Met 250mg Tablet 10'SQ Met 500mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Q Met XL Tablet 10'S,Diabetes,reduces the diabetes
Q Repa 2mg Tablet 10'SQ Repa 0.5mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Qvog 0.3mg Tablet 10'SQvog 0.2mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Rapilin 2mg Tablet 10,Diabetes,reduces the diabetes
Rapisulin Hpi 400IU Injection 10ml,Diabetes,reduces sugar level diabetes
Rastinon 500mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Rebose 25mg Tablet 10'SRebose 100mg Tablet 10'SRebose 50mg Tablet 10'S,Diabetes,reduces the diabetes
Recarb 25mg Tablet 10'SRecarb 50mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Recilet 5mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Recilet Forte 5mg Tablet 10'S,Diabetes,reduces the diabetes
Reclide 80mg Tablet 15'SReclide 40mg Tablet 15'S,Diabetes,reduces sugar level diabetes
Reclide MR 30mg Tablet 10'SReclide MR 60mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Reclide XR 60mg Tablet 14'S,Diabetes,reduces the diabetes
Reclimet 80/500mg Tablet 15'SReclimet Tablet 14'S,Diabetes,reduces sugar level diabetes
Reclimet MR 30/500mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Reclimet OD 60mg Tablet 15'SReclimet OD 30mg Tablet 15'S,Diabetes,reduces the diabetes
Reclimet XR Tablet 14'S,Diabetes,reduces sugar level diabetes
Recosulin M 50 40IU Injection 1X10mlRecosulin R 40IU Injection 1X10mlRecosulin M 30/70 40IU Injection 1X10ml,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Recosulin M50 100IU Injection 10ml,Diabetes,reduces the diabetes
Recosulin N 100IU Injection 10ml,Diabetes,reduces sugar level diabetes
Recosulin R 100IU Injection 1'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Redidrop 500mg Tablet 10'S,Diabetes,reduces the diabetes
Redidrop SR 1000mg Tablet 10'SRedidrop SR 500mg Tablet 10'S,Diabetes,reduces sugar level diabetes
Regan 1mg Tablet 10'SRegan 0.5mg Tablet 10'SRegan 2mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Reglit 2mg Tablet 10'SReglit 4mg Tablet 10'SReglit 8mg Tablet 10'S,Diabetes,reduces the diabetes
Rejumet 1000mg Tablet 10'SRejumet Tablet 10'S,Diabetes,reduces sugar level diabetes
REMO Tablet 10's,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
REMOZEN 100mg Tablet 10's,Diabetes,reduces the diabetes
Restrict 0.5mg Tablet 10'SRestrict 2mg Tablet 10'SRestrict 1mg Tablet 10'S,Diabetes,reduces sugar level diabetes
REVOGLIP 20 Tablet 10's,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
REVOGLIP M 500mg Tablet 10'sREVOGLIP M 1000mg Tablet 10's,Diabetes,reduces the diabetes
Rezilent Sr 500Mg Tablet 10's,Diabetes,reduces sugar level diabetes
Rezult 8mg Tablet 10,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Riax 5mg Tablet 14'SRiax 2.5mg Tablet 14'S,Diabetes,reduces the diabetes
Riax M XR 5/1000mg Tablet 7'SRiax M XR 5/500mg Tablet 7'S,Diabetes,reduces sugar level diabetes
Rioglim 4mg Tablet 30'SRioglim 3mg Tablet 30'SRioglim 1mg Tablet 30'SRioglim 2mg Tablet 30'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
Riomet 500Mg Tablet 10'sRiomet 100mg Liquid 100mlRiomet OD 500mg Tablet 10'S,Diabetes,reduces the diabetes
Riomet Duo 1/500mg Tablet 10'SRiomet Duo 2mg Tablet 15'SRiomet Duo 2/500mg Tablet 10'SRiomet Duo 1mg Tablet 15'S,Diabetes,reduces sugar level diabetes
Riomet Duo Forte 2mg Tablet 10'SRiomet Duo Forte 1mg Tablet 10'S,Diabetes,"type 2 diabetes mellitus when diet, physical exercise and weight reduction alone have not been able control your blood sugar levels"
